SSN,FN,LN,DOB,SEX,ADDR,CITY,STATE,ZIP,PHONE
0001000000000000000010000001100000100001100010000100000000000010000000101000110000010000000001000000,0000000010001100010000001000001000000001000100000011000000000000001000000000000000010000000010001000,0000000000000000000000000000000110000100000001001000000101000000010000010100000100000010000100100000,1100011000000000100100100000000100000000000000010000000000011000000100000011000001000000000000000000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001000000000010010111000100000001100000000011100011100100100001011001001001000100101011000000001000,0000011000000000010010010010000000000001100000001000000000010000000000000100000100100001100000000010,0000000000000100010000000000000000000000000000000000000000000000000000000000000000100000100011000000,0000001010000000000000000000000000100000000011010000000000000000010000100010000000000100000001100000,0011001001000000000010000000000100000000000000000011000000110010010000000000010010000100000100000000
0000010001000000000000100001010000000000001000000000000000011000011000000000001000011100010110000000,0000010000000000010011100000000000010000100000000000000001010000000101000000000000100000001000000001,0000000000000001000100010000011000000000000100000000000000000010000000010100000000100010000100000000,0100010010000000000000100000001000000000000001001011000001001010000000000001000000000000000000000010,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001000010000101111000000000000001101011001111010000000101100011111001000000010100101010000001000000,0000010100000001010000100000000100000000101100001000001000000000000100001000000000000000001000000000,0010000010000000000000110010000000000000000000000001000000000000000000000000000000000000000000000000,0010000000000000000000000000000100000000000011000000000000100010000000000000010000100100000000001000,0011100000000000000010000000000100100000000001000000000010110000010000000000010000100000010100000000
0000010010000000000000110000001000000000000001011011001000001000000000000101000010010001000001000001,0000000000000001000010000000000000000000010000000000000000000000100000110000001100100000100000000000,0000101000000000010100010001100000000000000000010000000000000000001000000000000001000001000001000000,0000000010000000000001000001010001000000000000000000000011000010000011000000010000000000010000000010,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,1001001010000000010100000101100000110011100001000000000101110010011001000101000000110000100000000000,0000100111000100000010110000010011001000010010001000000000000000000001010100000000100000000000100000,0000000000000000000010000000000000000100000000001000000000000000000000000010000000000011000000000000,0000000110000000001000000000000000000000000000100001000010000000100000000000000010000100010000101000,0010100100000000000000000001010100000001000000000100000000100010000000100000011000100000000010000010
0010100000000000001000010000000100000000000100000000001010000010000000000001010010000100010000001000,0000100011000101000010010000000101000100000000001000000000001000000000000000000000100010000000000000,0010100000010101000010000001000000000000000000000000000000100000000000001010001000100011000000000001,0010001010000000100000000000000100000000001010010000000011000010000000010011000000000000010001000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1001010100000001001010000111110000100001000011000011001000001000011101000101000010010100000010001000,0000000000000101100000010001000010011000000001110000000100010001000000000001000101000011010000000000,0000000001000000000000000000001010000000000100000000000000000000000000000000000000000000000000100001,0000010000000000000000100000000000000000000001000000000000001010000000000001110010001000010010000000,0110000010100001000000000000000000000010000000010001100001000010000001001000010010001100000000001110
0001001101000001000000000000100000001000001000010000000001000000010010001000011000001100000000000000,0000000011010001000000100001000001000000100000000000001000000000000000000000000000000001000000100000,0001010000000100010010000000000110000000000000000000000000000000000000000111000100100000000000000000,0010001011000000000000000101000000000000100010000001000011000000010010000000000010000000010000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0011001011000001000011100000010100100000110110000100000000000011010011100001101011000000000100000001,0000100100100000000101000000100001001000100100000000000001000000000100000000101101000000001000000000,0000000000000000000000010000000000100000000000000001000000000101000000000000000000000001000000000000,0000010000000000000000000000000110100001000000000000000000001000000010000000111000000000000010000000,0010000010000000000000100000000100000000000011100000000001000010010011000000110000010000100010000000
0000000010000001000000000000000000001000001001000101000000000000100000110101100000011100000010000000,0000010011000101010010100000000001000000000001000000000000000000010000010100000100110000000000000000,0000100100000001010001000000001000000000000100010000000010000000000000010100000101100010000000000000,1010000010100000000000101000000000000000000000100000000011000010000000010000010000000100110000001010,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001100110000101100000000000100001000001001000110001101101000000111010000001011110110010000110000100,0000110010000000010010100000010100000101000000000000101000111000001000000000001000100011000001000000,0000000000000000000000010000000000000000000000000001000001000000000100000000000100000000001000000000,0000000000000000000000000100000000000000000100010000000001100000000000000000000000010100010001001001,0010100100000000000000000001000000000000000000100000000010000010001000000000110000100100010010001000
0000000000100001000000100001000000000001010000100000000010000010100010110000010010101000110000000000,1000000000100000100100110000010000000001000000001000000000000000000000000000001000000010000100000000,1000100000000000000000000001100000000001000000000011000101101000000000000000001000010000000000000000,0100000010000000000000100000000000100000000001010000100001100000000001100000010000000100000000000001,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001100000000001000011000001010011101100100001000100000100100001011001000001000101100011010100000000,0000010010000001010000100001010000000000100000000000101000000000000000000000000000000011000001000000,0000000000000000000100000000100000000000000010000000000000000000000000100000000000000000010000001000,0001100100000000000001100000010000000000100000010000000001000000100000100000010000000000000000000000,0010000010000010010010000001000110000000010000000100000001110010001000110000000000000000000100000010
0000101100000000000001100001110000000001001000000100000000000000100100111010010000000000000000000000,0000000000000111010010000001010000000100000001000000000000010000011010010000001100100111000000000010,1010000010000100100100110010010000000000000000000001001000000000000000000000000100000010000000000000,0010000010100001000000000000001000000000000001001011000001000010000000000001000010001000000000000010,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1001000100000101000010000001110001001101100000100100000001100000110011100010001000110001010100000000,0000000011000101000000110000000001000000010010000001010001000000000010010100000100000000000000000001,0000000000000000000000001000000100000100000000001000100000000000000000000000000000000010000000000000,0000010000000000001000100001000100000010100000010000000000000000000000000000010010001000010000000000,0010100000000000001100000000000100100000000001000000000010100000010000000001010001000110010000001000
0001100010000000000010000001000100100010100000010000000000000010010000000000110000110000000010000000,0000000000000000100000000000000000010001000001000000000100000000010000000000000000110000000100000001,0000000010000111000000100000010000000000001000000000001000010000100000000000000010000000100010000000,0010001011000001000000000000000001000000000000000000000001000000010010000101010010101000000000000000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001100000100101100010000000010000100000100111100100000010001001010000100010101000100100010101001000,0000000010000000000000110000000011011001010010001001010000000000000001000001001000000000000000000001,0001100000000000000000000000001000000000000001000000000000100000000000000000000010000000000000000000,0010000000100011010000000000000000000000000000000000000000000000000000010000000010001010000000000000,1011000000000000000100000001000000000000000101010000101000101010001100000010000001000100010000001001
0101100100000001000000000000100100000000100000010000000001100010000000000000110000101000000010000010,0000000010000000000010000000000010100000000000001010000000000001000001010100000000100000010000100000,0000000010101100010000000000010000000000000000001000001001000000001000000000001000100100100000000110,1010001010100001000000001000100000000000000000000000000001000010000000001010000010001000000000000010,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,1011101001000101000010000000101001000001000000000100100001111000010001110010000010111001000001010000,0000000010000000000110100000100000000000010010001000000000000000000010000000000001000010000000000001,0000000000000000000000001001000000000000000000000000100000000000000000001000000000000001000000000001,1100000100000000000010001000101110000000000000101000000000000000000000000000010000000000000000000000,0001100100000001000000000000000100001000100001010000000010000000000011000001010000011000010001000001
0000000010000000000000000001100000011001100011000010100000000010011000001000000000010100000010001000,0010100000000001000000010010000000011000000000001101000000000000010001000000001010000000000100000000,0010000010000001010000000001100000000000000001000000000000000000001000000001001000000011000001100000,0000000010000000000000000000000000100000000001000100000011000010000010100000001000000100010000001000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0011010000100001000011000101010000100101100000000100000000110001010001010111000010100011010100000000,0000000010000100000000110000000000000000010010000001000000000000000000010000000001000000000000000011,0000000000000000000000110000000001000000010000000001000000000000000000100000000000000000000000000000,0110000010000000000010000000100110000000000000000001000000100010000000000000000010000000000000000000,0110101001000000000100100000000100110000000000000010000000100010010000000000000010100100000010000000
0000000000000000000001100001010000000000000001000000000000100010101010100001110010010000000010000000,0000000011000000000110000000000000000100001100000000000000000000000001010000000000100010000000100010,0000000101000000100000100100010001000000101101000100000100000000000000000100100010001010000000000000,0110000010000000100000000000000100010000000000010010100001000010000000100001000010000001000000000100,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0011000110100100110000110000000000111011001111100010001100100001011001010000010010100010000001000000,0000000010000000100000100000000000000000010111000000000100010001000000000000100001000010000000000001,0000000001000001000000010000000000000000000000000001000000000000000000000000000000000000000000000001,0010100010000000001000000100000000000000000000010011000001100000000000000000000010000000000000000000,0010000000000000000000110001000000000001011000100000001000000010101000110000010000011000110010000000
0110000100000000001100100000000100000000000000100001000000100001100000000001000011010010000010000000,0000000001000001001000100001000000000000100000000010001000000000000000000000000000000001000000000001,0000000000000000000000100000000001000001010001000000000101000000010000100000001100000000000100000000,0000001010000000000000100000000000000000000000010100000001001110000000100010010001000000010000000010,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0011001011100111010101100000000010100001000000001101000001100001011001010011000010001000001001000000,0001000010000000000000110000000000000000010010000001001000000000000000000000001001000000000000010101,0000000000000000000000001000000000100000000000000010100000000001000000000000000000000000010000000000,0000000110100000000000000000000001000000000000100000000001000010010000000000000000000100000000000010,0000001011000000001000000001000000000000101001000000000000100000110011000010110000000000000010100000
0010000010000000000100100100000000100000000001010000000000100000000100100001100010100000000010000001,0010100000000000001000100001000000000000000001100001100000101000100000000100000000000000010000000000,0000000000000001010000000000000000100000000011000000000000000011001000000000000000000001000001001010,1000000010100000000101100000010001000100000000000001000001000000000100100000010001000000000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001000010000101100000000100100001000001001000010001101111100000111000000001001110110110010100001100,0000001010000000010010100000000001000001011010000001000000000000001000001000000000101001010000000100,0000000000000000000000000000001000000001000100000100000000000000000000000000001010000000000000000000,1000000000000000000100000000000000100000000001000000000000000000000010000001000001000000010000001000,0100000000000010011010100000000010101001000011000000000000000010101100000001000000000000000000000100
0010101101000000000101100000010000000000000000000100000000000000000000100000110010111000010000000000,0000010000000000010000001001000000000000000000000000100000000000000100000000000000100001101000000000,0010000010000011000000100010001000100000000100000000000000000010000000010100000000000000000000001010,1000000000000000101101100000010100000000000000010000000001100000100100000000010001000000000000000000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,1001101001001001000011100000110001110101000010000000000001001001110101100000010000110000001001000000,0000000010000000100000100001000000001000011011000001000100010001000000001000000000000010000000000000,0000000001000000000000000000001010000000000100000000000000000000000000000000000000000000000000100001,0000000000000001000001100000010000000000000001000000100000001000000000100011010000000000000000000000,0010101010100000000000000000000100000000010000000000100001000010000010100011000000000010000010000000
0000000010000000100000000000000010100000000001110011000000000001010001000001011000000100000000100000,0000000101000000000000001001100000000000010000001101000000000001000000100000000000100000100001001010,1010000010000000000000100010100000000000001000001001000000000000100110000010000000000000000000001000,0100000010000000000000100001000000000000101001000001000001100000010110010000000010000000000000000000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,1101010110100001001010101110110000010011000011000011000100101000010101010000000010001100000010001000,0000000010100000100000100000010000000000010010000000001000010000000000000000001000100011100000000000,0000000000100000000000000000000000000010000000000000000000100000000000000000001000000001001000000000,0000000010000000000000000101000010000000100010010001000001000000000000100000001000000000000000000000,0000001001000000000001000010010010000000001000000010100010001000000010100010001000010100010010000001
0001000101000000000010000001000000000000011000100100100000000000001000110000100000010000000011000000,0000011000000000010010010010000000000001100000001000000000010000000000000100000100100001100000000010,0000000010000101000000000000000000000000100001001000000100000000000000000100000100000101001000000110,1010000010000000000000100100000000000000000010010100000001000010000100100000010000000100000000001000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1001100100100000000001010000010001100001110001000000001110000001011001000001001101110010110000001000,0000000010000000000000100000000001000000010011000000000100000000010010000000000000110000110100000000,0001100000000000000000000000001000000000000001000000000000100000000000000000000010000000000000000000,0110000000100000000000000000000100100000000001000010000000000000000000010001000000000011000000000100,0011000011000000000110000001000100000000001100000100001000100010001000010001000000100000010000000000
0111100100100000000000000000000000000000100000100010000010000010000000010000010000000101010010001100,0000000010000001000010000000010000100010000101000000000010000010000000000000000000100000000101100000,0000000000000000011000000110000110011010000001011010001000010000010000000001000001010000010000000000,0000000110000000000001100000010000010000000000010010000001000010010000101000010000000100000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001110000100001100110000001000001001101000001110000001101001000011011110100000100010010000000001001,0000000010000000000000100000101010011000010010100000000000010000000000000001000000100100100000000010,0010000010000000000000110010000000000000000000000001000000000000000000000000000000000000000000000000,0011101101000000000010000000000100000000000000000000000000000010000000000000010001000000000000000000,0010000010000000000010000000000010110000000001100010000010000011000000000101000010100100010000001001
0000000100000000100000100000000000000000001000110100000001000000000101011000010000100000100000000000,1010000000000000000100101001100000000000100001000000100000000000000001000001000000000011000000000000,0000000001000001000010000000000000100000000001000010000000000001010000000000000000100100010000000000,0000000010000000000000000001000100000100100100000000000001000010000000100000010000000000010000000010,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001100000100001000011100000010000100001100001100110001010000001110001100000100000010000010100000000,1000000010000000100000110000000000000000010010000001000000000000000010000000000000100010100000001000,0000000000000000000000000000100000000000000011000000000100000000000000000000000000000000010000001000,1000000000000000000000000000000100000100010000000000000000000000000000100000010001000010010000001000,1100100000000000001000101001000000000000100000100100000000001110000000100010000000010000100001000010
0110010000100000000000000001010000000000001010000100000000001100000010010000101000000110000011000100,0011000000001000010000001001000000000000000000001001100000100000001000010000001000000001000000001000,0000100000010001000000000000000000100100000000000000001000000010000000000100000100001011001000000000,1010000100100000100100000000000000000000000000110000000000000000010101010000010001000110000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0011000010100001100001100000001000100101000100010001000000000001010001010000001010101011000000100000,1000000010000010100100110000000000000000010010001000000000000000000010000010000000100010100000001000,0000000000000000000000000100000000000010000000000000100000110000000000000000001000000000000000000000,0010000010000000000000000000001000000000000000011100000001010010000000100001000000000000000000000000,1001010010000000001000000001100000000001100001010000100001101000100000001000000000000000000000101000
0000000100010011001000000001000001000001000001000000000001100010100010001000001000001000000000000000,0000000000000101000000010010000000000000000000010001000000000000000010000000100101010000000000000000,0000000000001000000000000011000000010000000000000001001001100000010010001000000000010000000000000001,1000000000010010000100000001000000000000100001000000000010000000010110000001000001000100010000001000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001000010100110010011100000010000100001000100001101000000010011010001010010101010100000000000000000,0000100000010001000011100000000001001001011111000000000000000000000001100100110000110000000000000000,0000000000000100010000000000000000000000000000000000000000000000000000000000000000100000100011000000,0000100000000000001000000100000000000000000001000000100000100000110000100101000000000000000000000000,0010100110000000000100000001100000100001010000000000000001000010001000001000100000101010010010000000
0001000000000000000101100000010100000000100000010100000010000000000100100001000000101000010000000000,0000000011100010000000100000000001000000000000000000000000000000010000000000001000010000000000001000,0000010001000001000010100000000001100100010001000000000000000010100000100000000000100000000100001000,0010000010100000000100000000000100000000000000000000000011000010010010010001000001000010010000000000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001101100100001000011000000011110000010100101100000000100100000010000000010101000000101000110000100,0001000000000000000110000000101000001000000110000010000101000000000100000001100100100001001000001000,0000000000000000000000000010000001000000000000010100000000000000000000000000000010100000000000000000,0000000000000001000000100000001100000000001000001100000000000000000100010000010000001100000000000000,0010101110000010010000110000000000000010000000010010001000000010000000000010000010000001000000000001
1001010000000000000000000000000000001000101000010100100000001000000100100000000000010100000001000001,0000100001000101110000000000000000000000001000000000000000001000010000000010000000100000100101000000,0000101000000000000000000000001100011000000000000000000100000000010000000000000000010100000100000000,0010000010000000000001100000110000100001000000000001000001000000000000001000010010000000000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001000110100100100010110000100000000001001000100001101000000010111001010011011110100000000100000100,1000000000000010000000110000000000100000011000000001100000000010101000000100001100000000000000001100,0000000000000000000000000001000000000010000000010000000010100000000100000000000000000000000000000000,0000000110010010001000000000000000000000000001100000000000000000110000000001000000000100000000100000,0011001000000000000100100000000100100000000000000000001000001010000010000011000011000010000000000000
1000000010000010010000001001110000100000100001000010100001000000000000101001001000100001000000000000,0001001000001000000000000001110010000001000000000000100000010000000000001101000110000001000000000000,0000000001000001000000000001000010100000000000100000101000000000010010001001000000010000000100000001,1001000100000000000101000000010000010000100000000010001000000000000100001000000001000000000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1001001000000001001010000001011010011001100000010000001001010000010000000011101101011101000100001001,0000010000000000010000000000000000000001010100001100100000010001001000000010101110000000000000000000,0000000000000000000100000000100000000000000010000000000000000000000000100000000000000000010000001000,0001000000000000000001000111010010000000000010000010001000000000001000000000001000000000000000000000,1011010010000000001000001011000010001000001000000010100001000010001000011000001000000000000000000000
0110110100100001001000100010000000000000010000010010000000000000000000110000000001001010000000000001,0011000000100000010000100000000000000100000000000100000000100000010000000000000010000000001100000000,0010000010100100000000100010010000000000000000000000001000000000000000000000001100000000000000000000,0010000010000000000000000000000000000000000000000001000001000010010010000000000010000000000000100000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001110000100101000011000100000001100101000000010100100000100110010000011110011010110001100000000000,1000110100011101010001000000110000100101011101000010101100100010001000001010001100000000000000000000,0000000000100000000000000000000000000100000000000000010000000000000000000000001000000010000010000000,0000000100000000000101100000010100010000000000000010000000100000000000000000010001100000000000000000,0010100100000001000000110000000000000001000001100010001000000010000000000001010010101001100000000000
0000000010000000000000000000010000100100010001010001000000100000000000100001001001100010010000000001,0000000000000000000000010000000100000000000000011001000000010000000000000100000101000001001001000010,0000000000000000100000000000001000000001000100001000000000000000000000001000001000100000000000000011,0000000010000001000000100000001100000000000000101000100001000001000000001000010000001100000000000001,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1001000100100101000010001010101101001001000101100010000001000000010001000010000001110101010000000100,0000000000000110000010100000000000010000110000100000100000000000001010000000000100110000000000001001,0000000010000000000000100000000000000000010010001000000000000000000000000010000000000000000000000000,0100001000000001000000000000100000000000000010100000000000000001010010000010000000001000000001000000,0000000100000000000110000001000110000001000000100100000000100010001000010000010000101000010000000010
1001001000000000000000001101000010001001000000000000101000110000001010100011001000000000000000000000,0000000010000100000010000001000000000100000000000000000000000000000000010000000100100011000000100010,0000000000000000010000000000000000100000000000100000000000000001001000000000001000101111000001000000,0010100010000000001000000100000100000000000010000000000001000010000000000001010000000010000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001000010100001001000100000001010111011000001010010000101110000010001010001001101000101000100100000,0001000000000100000011000010100000000000010000000000101000000000001011100000000110010001000000010000,0000000000000000000010000000010000100000000000000000000000000010000000000000000000100000000100000000,0000000100000000000101000000010000110000001000000010000000000000000000001000000001100100000000000000,0010001001000000000100100001000100000000000000100100000000000010001100010001110000100000100010000010
0010000100000000000101100010010010110000001000000010100000010000000000101000001010000100000000000000,0000000000000001000000000000011000000100000100001000000000010000010000010000000000000010000100000010,0000100000110001010100000000100010011000000001010010000000000000001000000001001000000000100001000000,0010010010000000001000000001000001000001000000000000000001000010000001000101010000000100000000001010,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,1001100101010001010001000000100011100011100000100100000001100001010001000000011100110100111011000100,0000000010000100010000000000000000000000010000001000100000000000001001010000000100000000000001100000,0001000000000000000000000000000000000100000000000000000000000000000000000100000010000010000000000000,0000100101000000000001100000010000000000001000000001000000000000000000000000010010001000010000000000,1100100000000000001000001000100000100010000001010011100001000000010110001000000000000000000000000000
0011000000000001000000000001000000000000100001100000100000000010010000100001010000011000110010000000,0000010000000000010000010000000000000000010000010011000100000000001110001010000000000000000000001001,0000000000000000000010000000000000000000000000001011000000000100011100000000000100100100000000000010,1010000010100000000000000001001000000000100100001000000001000000010110010000000000000010010000000000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001010000000011010100100000100001000001000010010010001101001000011010000000000110010110000000001001,0000000011000101000000000001000000001000001110000100001000000000000000000100000110000000000000000000,0000000000000000000000000000001000000001000100000100000000000000000000000000001010000000000000000000,0010010000000000000000100000000100000100000000000000000000001000000000100000010010000010000000000000,0010000000010011000000100000000100001001000001000000100000010010010010100001010000000100000000000000
0100000100000000000100110000010000010100000000100010001000010000000010100001011000100000000000000000,0000100001000001000000010000101001000010001000000000001001110000100000000000000101000001000000000001,0000000000000001000000000010000000000000100100010001000000000000000000000010110001100000000000000000,0010000010010011000100000000100000100000000001000010000001000000000000001001000010001001000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0011000110100100000010100010000100000101000000100001000000100000010011010110011010100000000000000000,0000000100100010100001000100000000010000000000001000000000000000000010001000001000101001000000001001,0000000000000000000000000000001000000001000100000100000000000000000000000000001010000000000000000000,0010000000000000000000000000000100000100000000000000100000000010000000101001010000000010000000000000,1010000000000000100100100000000000010000000000010110000000011110000100000010000001000000000000001000
0100000000000001000000110100100000000001000010010001001000000010010010100101010010001000000000000000,1000100000000000000000000001000000000000000000000101000001100000000110001000000001000000001000001001,0000100001010001000010000001010100000000100000100000001000010000000010001000000001000001000000001001,0000000010000000000000010000000000100000000001000010001011000010000000000001000000000001010000000010,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1011000110000101000010110000100001000001000000110001000001000000010001000010000001110110000100000000,0000000111000000010100000000010000100000000000000000000000000001011001000000000000100100000011100000,0000000000000000000000000001000000000010000000010000000010100000000100000000000000000000000000000000,0001000000000000000000000000000000101000001001100100000000000001100000110000000000000000000000000000,0001000010000000000000000001001001001000100001001001000001100010000001000101110000010100000000001010
0001100100000000001011000000010010001000000000000100100000000000011000101000001001010000000001000000,0001010000000000010000000000000000000000010000010001000000000000001110001010000010000000000000001001,0000000000000000100000000000000000000001100001000000000101010001000000000000000100010010011000000000,0010010010000000001000010000000100000000000000010010001011000010000000000000010000000101010000001001,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0001110000010001000000000001011110111101010001001100001000100001010000101111110011010110000000000011,0000000000000100010100010000000010100000001000001010000000000001000000011000000100000000010101100010,0000000000100000000000000000000000000010000000000000000000100000000000000000001000000001001000000000,0000000000000000000000000100000000000010000001010011100000100000000000001001000000000000000000000000,0001000010000001000010000010000001000000101000000010000001010000000000000000000000011100010110100000
0100100000000000000010100000000010101000001001000100000000000000010110100001001000000100000000000100,0000110000010001010100010000010000000000000000001000001000000000000000000000000001100000100100000011,0000000001010000001000100001000000000000100000000011000000000000000000000000010000000001000010000001,0010101010000000000000000000000000000000000000000000000001000010000001000010010000100100000010101000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001010001100101000011000000010000100000111000000100100000000001011011100000101100110000000110000000,0000000000001001000000000010000010100000000000001010001000000001010001010100000000000000010000100000,0000000001000000000000000000000010000000000001000000000100000000000000000001000000000000000000000001,0100100000000001000000000000100000000010000000010001100000000000010000100000000010001000000000000000,0100000000000000000000000011000001100010000011110011100001000001000010001000000000000100000000000101
1010000000000000000000100001000100001000000001010000100000010010010110100001010000000000000000001000,0000000000100100000000000000000000000000000000001000000000000000010010000000001101010100000100001101,0000000000000101010000000000000000000000010010010000000000010001000000000000000101000000000001001000,0000000010000000000000010000001000100000000001001011001011000000000000000001000000000001010000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0101011000100001100101000000101100100101101101001100001101110000010001100110010011010011111000010000,0000000010000111001100110001000100000010001000000101000000110000010000000000000010000100001011001000,0000000000000000000000000000000000100011000000000000000000100000000000100000000000010000000000000000,0000100101000000000000000000000000000000001000100100000000000010000010100000011000000000000010000000,0110000000000000000000100101000100000011000011010000000000100010000000100000010000000100000000001100
0001000010000001000010000010100001101001000001000010100001000000000000001000010001000000010000000001,0000000000010001000000010000000000000000000000000001000001000000000110000000000100010000001100001000,0000000000000000100100000000101010011000001101000000000000000000000001000001000000100100000000000000,0000010010000000001000000000000000000000000111000100100001000000000000100000100001010000010000001000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001000010000000000101010001000011100000100001000010100101000011011001100001000100000011011000000010,1001000000000000000011010000100000000101001000000011100100000000110001100000000010010011000010010000,0000000000000000000000000000001000000001000100000100000000000000000000000000001010000000000000000000,1010000000000000000100000001000000110000000001000010000000000000010000000000000010000000000000001000,0011000010000000000000000000001100000000101010001000000011000010000000010000010000000000010001000000
1000000100010010100001100000010000000000000001110000000000000001000101001001010000000100000000001000,0000000000000011000010000000000010100100000000001100000000000010000001010001000000100010001000001010,0000000010000100100000110000000000001100000010010001000000000000000000000010000001100000000000000000,1010001010000000000000100000000000000000000000010000000001001010000100100010010000000100000000001010,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1101000100000110010010000000100011100001000010100000000001010001011001000010000000110000000000001000,0000000010000001000000100001001001000001110101000000000100000000010000100000001001010001000101100100,0000000000000000000000000000001000000001000100000100000000000000000000000000001010000000000000000000,0000000000000000000000000000000100001000000001000000100000000000000000001000010001000000010000000000,0010000000000000000000000010100100101110000001010010000000000010000000101000110000110000000001000000
0011000010000000000000000000001000000000100001001001000011100010000000000000000010000100010000101000,0000000000010000000100000000100000001000000011000000000000000000010000000001011000000100000000000000,0000000001000000000000010000000100010000010000000001100000010001100010110000000000010001000000000000,0100000010000000000000100001000000000000001001010000100001100000000010010000000001000000010000001000,0000000000000000000000000100000000000100000000000000000000010000000000000000000000000010000000000000,0011001001000001010110000100110001101010101111100000000100100111111000110010100000001001100101000010,0010000000100001011000010000100010000001000001001000100100110001010010000011001000010000000100000100,0000000000000100010000000000000000000000000000000100000000000000000000000000000110000000000001000000,1000000000000000000101000000010000010000000010000110000000000100000000000000000001000000000001001000,1001000010000000001000101000000001001000001000000000000001000010100000100101010011000100010000000000
0000100000000011010000100110000000000110010010010011000000010000010000100000000010001010000000000000,0011000000100000010000100000000000000100000000000100000000100000010000000000000010000000001100000000,0000000000000001010000000000000000000000000000010001000000000000001000000010001101000000000001000000,0000001111000000000001000001110000000000000000000000000001000010001000001000010000100000000000000000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,0001101111000001010110110001110001000010101011000000000100100000010000010110100100000000000101000000,0010000000000000001010000000000110000001000001000000010101110000010000001001001000010000000100000101,0000000001000001000000010000000000000000000000000001000000000000000000000000000000000000000000000001,0000000000100000000000000001000001000000100011000000000001010000010010000001000000000000000000000000,0111100010000000000100100100000100000100000010010000101001000010010000101000010000100000000000000001
0101100100000000000100100001000000100000110001000000000000100010001000100000110001000000010010000000,0000100010010000000000100000001000000010001000000000000000000000000110000000000000010100000000000100,0000100000000000100000000000001000000001000100000000000000001000000100000000001000100000001000000000,0010000010000000000000000000100100010000000000000110000011100110000000001000010000100100010000001000,0000001000000000000000000000000000000000100000000000000000000000000000000000000000000100000001000000,1001010010000001001000000001101010111011000001010000000111110000011001000001001101010101010100000000,0000100000010001000110000000110000101000000000001000001001010011000100000110100100000000001100000000,0000001000000000000000010010001000000000100100000000000000000000000000000000000000000000000000000000,0000000000000000000000000101000000000001010001000011100000100000000000100001000000000000000000000000,0000000010000000000000100001000100100000000001110000000010000000001010100001011000010000110010100000
